ID,Age,Education,Marital_Status,Income,Spending,Dt_Customer,Recency,Date_of_Last_Purchase,Customer_Tenure,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster_x,Cluster_y
6878,60,Postgraduate,Alone,27421,324,12-12-2012,14,20-09-2014,21.56666667,No child,No child,43,12,96,78,40,55,Leaky Bucket,Leaky Bucket
3310,41,Undergraduate,In couple,35688,211,22-08-2012,94,02-07-2014,22.63333333,Has child,3 children,73,3,90,12,1,32,Leaky Bucket,Leaky Bucket
2724,33,Postgraduate,Alone,36143,19,30-03-2014,33,01-09-2014,5.166666667,Has child,1 child,12,0,1,0,0,6,Need Attention,Need Attention
948,43,Postgraduate,Alone,10245,41,15-05-2013,32,02-09-2014,15.83333333,Has child,1 child,4,7,7,6,4,13,Leaky Bucket,Leaky Bucket
6720,46,Postgraduate,In couple,43795,492,16-10-2013,11,23-09-2014,11.4,Has child,1 child,314,11,53,4,3,107,Need Attention,Need Attention
6202,54,Postgraduate,In couple,63381,1005,05-10-2012,78,18-07-2014,21.7,Has child,1 child,571,50,142,33,50,159,Stars,Stars
2066,65,Postgraduate,In couple,38823,114,30-08-2012,56,09-08-2014,23.63333333,Has child,1 child,70,0,11,2,8,23,Leaky Bucket,Leaky Bucket
9799,46,Postgraduate,Alone,83664,1173,08-05-2013,57,08-08-2014,15.23333333,Has child,2 children,866,21,151,28,21,86,Stars,Stars
8318,35,Postgraduate,In couple,90300,1738,03-01-2014,7,27-09-2014,8.9,No child,No child,594,134,786,33,134,57,High Potential,High Potential
5642,35,Postgraduate,In couple,62499,222,09-12-2013,0,04-10-2014,9.966666667,Has child,1 child,140,4,61,0,13,4,Need Attention,Need Attention
2669,21,Postgraduate,Alone,74293,1127,04-05-2014,66,30-07-2014,2.9,No child,No child,375,152,335,93,91,81,High Potential,High Potential
455,68,Postgraduate,In couple,51012,209,18-04-2013,86,10-07-2014,14.93333333,No child,No child,102,9,63,2,9,24,Leaky Bucket,Leaky Bucket
7683,46,Postgraduate,In couple,70777,787,25-02-2014,80,16-07-2014,4.7,Has child,1 child,554,35,113,0,7,78,High Potential,High Potential
3428,23,Postgraduate,In couple,68682,1598,06-10-2013,56,09-08-2014,10.23333333,No child,No child,919,0,505,99,30,45,High Potential,High Potential
7414,43,Postgraduate,In couple,43824,186,15-09-2012,18,16-09-2014,24.36666667,Has child,2 children,96,1,42,12,3,32,Leaky Bucket,Leaky Bucket
6354,30,Postgraduate,In couple,15345,47,31-08-2012,51,14-08-2014,23.76666667,Has child,1 child,5,2,16,3,2,19,Leaky Bucket,Leaky Bucket
798,27,Postgraduate,Alone,23442,27,24-12-2012,71,25-07-2014,19.26666667,Has child,1 child,2,0,6,8,6,5,Leaky Bucket,Leaky Bucket
8213,34,Undergraduate,In couple,14515,96,09-11-2012,71,25-07-2014,20.76666667,Has child,1 child,6,4,9,6,36,35,Leaky Bucket,Leaky Bucket
2488,58,Undergraduate,Alone,31395,64,23-03-2013,80,16-07-2014,16,Has child,2 children,23,1,25,0,8,7,Leaky Bucket,Leaky Bucket
9999,49,Postgraduate,In couple,75276,1040,27-09-2012,2,02-10-2014,24.5,No child,No child,610,105,125,137,42,21,Stars,Stars
7617,40,Postgraduate,Alone,42373,163,15-08-2013,83,13-07-2014,11.06666667,Has child,2 children,67,5,61,3,8,19,Need Attention,Need Attention
615,54,Postgraduate,In couple,30507,343,11-03-2013,29,05-09-2014,18.1,No child,No child,65,36,74,38,20,110,Leaky Bucket,Leaky Bucket
2552,59,Postgraduate,Alone,55521,446,22-10-2013,11,23-09-2014,11.2,Has child,3 children,416,0,26,0,0,4,Need Attention,Need Attention
194,49,Postgraduate,In couple,48006,41,09-06-2014,55,10-08-2014,2.066666667,Has child,2 children,23,0,11,3,2,2,Need Attention,Need Attention
3645,42,Postgraduate,Alone,27213,70,30-08-2012,19,15-09-2014,24.86666667,Has child,1 child,19,3,26,10,9,3,Leaky Bucket,Leaky Bucket
8890,43,Postgraduate,Alone,65808,272,30-05-2014,1,03-10-2014,4.2,Has child,2 children,155,7,80,13,7,10,High Potential,High Potential
5049,40,Postgraduate,In couple,30351,46,06-06-2013,19,15-09-2014,15.53333333,Has child,1 child,14,0,24,3,3,2,Leaky Bucket,Leaky Bucket
9973,51,Postgraduate,In couple,50437,490,17-10-2012,28,06-09-2014,22.96666667,Has child,2 children,370,9,92,6,9,4,Leaky Bucket,Leaky Bucket
7301,32,Undergraduate,Alone,23616,79,17-11-2012,76,20-07-2014,20.33333333,Has child,1 child,4,22,11,3,7,32,Leaky Bucket,Leaky Bucket
10882,38,Postgraduate,In couple,53858,915,09-11-2012,50,15-08-2014,21.46666667,Has child,1 child,407,53,221,58,150,26,Stars,Stars
7030,59,Postgraduate,In couple,66465,1485,30-03-2013,1,03-10-2014,18.4,Has child,1 child,1200,0,204,38,29,14,Stars,Stars
7422,27,Postgraduate,Alone,46923,369,22-08-2012,90,06-07-2014,22.76666667,Has child,1 child,85,44,54,102,78,6,Leaky Bucket,Leaky Bucket
3523,52,Postgraduate,In couple,75072,1073,23-01-2013,83,13-07-2014,17.86666667,Has child,1 child,583,34,309,0,22,125,Stars,Stars
7106,71,Postgraduate,In couple,75865,1242,31-03-2014,73,23-07-2014,3.8,No child,No child,483,0,591,156,0,12,High Potential,High Potential
6504,39,Undergraduate,In couple,19789,78,20-11-2013,24,10-09-2014,9.8,Has child,1 child,2,5,9,28,6,28,Need Attention,Need Attention
5067,20,Postgraduate,In couple,80134,1378,14-02-2014,11,23-09-2014,7.366666667,No child,No child,966,26,282,52,26,26,High Potential,High Potential
4216,33,Postgraduate,Alone,91065,1474,22-02-2013,33,01-09-2014,18.53333333,No child,No child,822,114,108,179,137,114,Stars,Stars
8581,43,Postgraduate,In couple,49505,751,05-03-2013,4,30-09-2014,19.13333333,Has child,2 children,604,0,100,19,0,28,Stars,Stars
5929,41,Postgraduate,In couple,37401,48,06-05-2014,14,20-09-2014,4.566666667,Has child,1 child,19,3,19,3,1,3,Need Attention,Need Attention
3129,31,Postgraduate,In couple,30096,45,22-05-2014,30,04-09-2014,3.5,Has child,1 child,5,3,11,12,5,9,Need Attention,Need Attention
6528,32,Postgraduate,In couple,18492,10,05-06-2014,75,21-07-2014,1.533333333,Has child,1 child,2,2,2,2,1,1,Need Attention,Need Attention
1361,40,Postgraduate,In couple,82584,1435,04-06-2013,26,08-09-2014,15.36666667,No child,No child,1076,68,103,29,91,68,Stars,Stars
6932,73,Postgraduate,In couple,93027,2119,13-04-2013,77,19-07-2014,15.4,No child,No child,1285,42,716,55,0,21,Stars,Stars
7284,61,Postgraduate,In couple,48686,20,04-12-2013,8,26-09-2014,9.866666667,Has child,3 children,10,0,7,2,0,1,Need Attention,Need Attention
1340,28,Postgraduate,In couple,92910,1795,24-04-2014,42,23-08-2014,4.033333333,No child,No child,551,137,792,179,103,33,High Potential,High Potential
8746,25,Postgraduate,In couple,75433,1188,05-04-2014,28,06-09-2014,5.133333333,Has child,1 child,800,0,297,0,34,57,High Potential,High Potential
5987,25,Undergraduate,In couple,10404,43,04-05-2014,52,13-08-2014,3.366666667,Has child,1 child,2,2,11,10,6,12,Need Attention,Need Attention
3767,46,Postgraduate,In couple,61314,1008,25-04-2013,1,03-10-2014,17.53333333,Has child,1 child,378,0,189,97,172,172,Stars,Stars
3725,53,Postgraduate,Alone,84865,1688,09-05-2013,1,03-10-2014,17.06666667,No child,No child,1248,16,349,43,16,16,Stars,Stars
4324,25,Postgraduate,In couple,42387,684,29-10-2012,42,23-08-2014,22.1,Has child,1 child,235,0,235,19,4,191,Leaky Bucket,Leaky Bucket
238,47,Undergraduate,In couple,67309,1082,23-01-2013,76,20-07-2014,18.1,Has child,2 children,515,47,181,149,95,95,Stars,Stars
6694,50,Postgraduate,In couple,75236,1068,25-11-2013,27,07-09-2014,9.533333333,Has child,1 child,438,66,400,12,38,114,High Potential,High Potential
498,44,Postgraduate,Alone,30015,57,02-02-2014,28,06-09-2014,7.2,Has child,1 child,25,0,22,2,3,5,Need Attention,Need Attention
9347,58,Postgraduate,In couple,50943,46,21-06-2013,49,16-08-2014,14.03333333,Has child,1 child,31,0,7,2,0,6,Leaky Bucket,Leaky Bucket
9699,48,Postgraduate,Alone,67272,733,21-12-2013,12,22-09-2014,9.166666667,Has child,1 child,357,35,271,28,28,14,High Potential,High Potential
10664,65,Postgraduate,Alone,51529,467,07-09-2013,14,20-09-2014,12.6,Has child,1 child,400,4,35,6,0,22,Need Attention,Need Attention
5455,43,Postgraduate,In couple,32011,122,22-08-2013,89,07-07-2014,10.63333333,Has child,1 child,99,0,15,2,1,5,Need Attention,Need Attention
456,28,Undergraduate,In couple,7500,36,07-02-2013,96,30-06-2014,16.93333333,Has child,1 child,1,11,5,4,6,9,Leaky Bucket,Leaky Bucket
5012,25,Postgraduate,In couple,28691,34,04-07-2013,56,09-08-2014,13.36666667,Has child,1 child,5,4,13,8,0,4,Leaky Bucket,Leaky Bucket
7495,66,Postgraduate,In couple,56223,156,20-12-2013,72,24-07-2014,7.2,Has child,1 child,77,28,31,16,0,4,Need Attention,Need Attention
5029,68,Postgraduate,In couple,18100,14,06-08-2013,14,20-09-2014,13.66666667,No child,No child,3,1,2,4,3,1,Leaky Bucket,Leaky Bucket
10642,25,Postgraduate,Alone,30279,37,30-12-2012,13,21-09-2014,21,Has child,1 child,10,4,14,4,4,1,Leaky Bucket,Leaky Bucket
2106,40,Undergraduate,In couple,20130,34,17-03-2014,99,27-06-2014,3.4,No child,No child,0,6,3,7,6,12,Need Attention,Need Attention
10364,55,Postgraduate,Alone,23295,20,13-07-2013,72,24-07-2014,12.53333333,No child,No child,0,0,1,2,12,5,Need Attention,Need Attention
5954,42,Postgraduate,Alone,42618,192,09-10-2013,92,04-07-2014,8.933333333,Has child,1 child,76,14,74,13,5,10,Need Attention,Need Attention
1137,50,Postgraduate,Alone,81246,1379,29-12-2013,87,09-07-2014,6.4,No child,No child,398,190,537,61,156,37,High Potential,High Potential
2541,38,Postgraduate,In couple,24027,48,09-06-2013,7,27-09-2014,15.83333333,Has child,1 child,14,7,11,11,0,5,Leaky Bucket,Leaky Bucket
1142,61,Postgraduate,In couple,55707,428,22-12-2013,91,05-07-2014,6.5,Has child,1 child,208,7,82,30,66,35,Need Attention,Need Attention
2276,59,Postgraduate,Alone,57959,868,02-05-2013,71,25-07-2014,14.96666667,Has child,1 child,430,16,322,43,24,33,Stars,Stars
2807,45,Postgraduate,In couple,56796,1001,16-02-2013,24,10-09-2014,19.03333333,Has child,1 child,656,38,161,62,47,37,Stars,Stars
6471,43,Postgraduate,Alone,36230,59,17-10-2013,17,17-09-2014,11.16666667,Has child,1 child,14,2,30,8,2,3,Need Attention,Need Attention
6131,34,Undergraduate,In couple,70829,431,01-12-2013,87,09-07-2014,7.333333333,Has child,2 children,141,70,106,72,19,23,High Potential,High Potential
6233,38,Postgraduate,In couple,65991,971,07-09-2012,21,13-09-2014,24.53333333,Has child,1 child,507,19,364,25,47,9,Stars,Stars
4148,42,Postgraduate,In couple,38988,348,20-08-2012,90,06-07-2014,22.83333333,Has child,3 children,164,24,103,12,3,42,Leaky Bucket,Leaky Bucket
4947,48,Undergraduate,Alone,89572,2059,15-09-2012,44,21-08-2014,23.5,No child,No child,606,24,974,197,194,64,Stars,Stars
3225,30,Postgraduate,In couple,42207,265,01-04-2013,71,25-07-2014,16,Has child,1 child,116,11,72,3,17,46,Leaky Bucket,Leaky Bucket
7540,62,Postgraduate,In couple,50300,270,25-05-2014,52,13-08-2014,2.666666667,Has child,1 child,143,15,60,24,23,5,Need Attention,Need Attention
10648,32,Undergraduate,In couple,66664,1289,25-09-2012,78,18-07-2014,22.03333333,No child,No child,398,96,447,220,96,32,Stars,Stars
1992,50,Postgraduate,In couple,60597,893,01-01-2014,2,02-10-2014,9.133333333,Has child,1 child,522,0,257,32,16,66,High Potential,High Potential
7851,65,Postgraduate,Alone,70165,926,22-09-2013,60,05-08-2014,10.56666667,No child,No child,161,0,253,199,191,122,High Potential,High Potential
8594,56,Postgraduate,Alone,50520,135,28-01-2014,25,09-09-2014,7.466666667,Has child,1 child,112,0,6,2,1,14,Need Attention,Need Attention
7059,51,Postgraduate,In couple,80124,1495,26-06-2014,47,18-08-2014,1.766666667,No child,No child,483,84,398,205,84,241,High Potential,High Potential
2815,39,Postgraduate,In couple,33183,120,24-02-2014,46,19-08-2014,5.866666667,Has child,1 child,7,5,39,17,15,37,Need Attention,Need Attention
2416,45,Postgraduate,Alone,66582,1288,03-03-2014,83,13-07-2014,4.4,No child,No child,789,25,420,16,38,0,High Potential,High Potential
7999,59,Postgraduate,In couple,75261,1743,23-04-2013,17,17-09-2014,17.06666667,No child,No child,1239,17,413,23,34,17,Stars,Stars
9213,44,Postgraduate,Alone,31880,15,31-10-2012,13,21-09-2014,23,Has child,1 child,4,1,5,2,0,3,Leaky Bucket,Leaky Bucket
9697,63,Postgraduate,In couple,53790,542,06-03-2014,86,10-07-2014,4.2,Has child,2 children,335,42,127,28,5,5,Need Attention,Need Attention
3916,43,Postgraduate,In couple,49269,890,15-08-2012,92,04-07-2014,22.93333333,Has child,1 child,639,8,166,11,8,58,Stars,Stars
2021,39,Postgraduate,In couple,61456,1388,27-03-2013,47,18-08-2014,16.96666667,Has child,1 child,563,76,384,84,192,89,Stars,Stars
1581,34,Postgraduate,In couple,37406,17,10-10-2013,18,16-09-2014,11.36666667,Has child,1 child,2,0,8,2,2,3,Need Attention,Need Attention
564,33,Postgraduate,In couple,56937,906,04-08-2012,81,15-07-2014,23.66666667,Has child,1 child,746,8,125,11,8,8,Stars,Stars
6619,36,Postgraduate,In couple,38415,44,02-01-2013,91,05-07-2014,18.3,Has child,2 children,22,1,13,4,0,4,Leaky Bucket,Leaky Bucket
9081,26,Postgraduate,Alone,20518,25,18-05-2014,58,07-08-2014,2.7,Has child,1 child,4,1,6,4,1,9,Need Attention,Need Attention
178,58,Postgraduate,In couple,62503,973,18-02-2013,40,25-08-2014,18.43333333,Has child,1 child,478,0,193,110,75,117,Stars,Stars
916,42,Postgraduate,Alone,41644,31,09-05-2014,67,29-07-2014,2.7,Has child,2 children,20,3,4,2,0,2,Need Attention,Need Attention
5512,37,Postgraduate,In couple,55842,518,23-05-2014,19,15-09-2014,3.833333333,Has child,1 child,451,0,39,0,4,24,High Potential,High Potential
8970,42,Postgraduate,In couple,62010,530,23-10-2012,93,03-07-2014,20.6,Has child,1 child,371,22,39,6,0,92,Stars,Stars
10581,37,Postgraduate,In couple,41124,506,31-10-2012,41,24-08-2014,22.06666667,Has child,1 child,281,7,84,15,0,119,Leaky Bucket,Leaky Bucket
5300,41,Postgraduate,In couple,38961,70,30-12-2013,60,05-08-2014,7.266666667,Has child,1 child,19,7,19,0,1,24,Need Attention,Need Attention
5154,42,Postgraduate,Alone,37760,54,11-08-2013,54,11-08-2014,12.16666667,Has child,1 child,26,3,13,2,10,0,Need Attention,Need Attention
8346,40,Postgraduate,Alone,32233,296,19-08-2012,26,08-09-2014,25,Has child,1 child,138,15,35,25,11,72,Leaky Bucket,Leaky Bucket
1676,39,Postgraduate,In couple,43057,266,30-10-2013,30,04-09-2014,10.3,Has child,1 child,213,2,44,0,2,5,Need Attention,Need Attention
9286,54,Postgraduate,In couple,83151,747,10-10-2012,93,03-07-2014,21.03333333,No child,No child,407,28,100,120,74,18,Stars,Stars
2426,50,Postgraduate,Alone,78825,895,14-09-2012,35,30-08-2014,23.83333333,No child,No child,483,74,114,169,37,18,Stars,Stars
5172,38,Postgraduate,In couple,65104,1053,14-11-2013,4,30-09-2014,10.66666667,Has child,1 child,738,0,232,13,20,50,High Potential,High Potential
5562,40,Postgraduate,In couple,60093,735,26-06-2013,92,04-07-2014,12.43333333,Has child,1 child,502,12,109,16,6,90,High Potential,High Potential
3436,45,Postgraduate,In couple,14045,20,26-01-2014,24,10-09-2014,7.566666667,Has child,1 child,11,0,5,2,1,1,Need Attention,Need Attention
3921,62,Undergraduate,Alone,28457,205,28-10-2012,96,30-06-2014,20.33333333,No child,No child,24,1,108,29,29,14,Leaky Bucket,Leaky Bucket
3403,56,Postgraduate,In couple,78952,2092,24-09-2012,11,23-09-2014,24.3,Has child,1 child,1170,19,594,99,76,134,Stars,Stars
22,38,Postgraduate,Alone,46310,309,03-12-2012,99,27-06-2014,19.03333333,Has child,1 child,185,2,88,15,5,14,Leaky Bucket,Leaky Bucket
10965,59,Postgraduate,In couple,76005,1722,22-02-2013,72,24-07-2014,17.23333333,No child,No child,983,20,389,240,50,40,Stars,Stars
9426,50,Postgraduate,Alone,58308,900,12-01-2013,77,19-07-2014,18.43333333,Has child,1 child,691,0,69,10,0,130,Stars,Stars
6605,70,Postgraduate,Alone,55614,682,27-11-2013,85,11-07-2014,7.533333333,No child,No child,504,13,131,8,0,26,High Potential,High Potential
3136,52,Postgraduate,Alone,59432,663,13-04-2013,88,08-07-2014,15.03333333,Has child,1 child,317,25,265,25,19,12,Stars,Stars
8737,36,Postgraduate,Alone,55563,43,05-04-2014,22,12-09-2014,5.333333333,Has child,1 child,29,1,9,2,0,2,Need Attention,Need Attention
11088,43,Postgraduate,In couple,78642,1816,21-04-2013,83,13-07-2014,14.93333333,Has child,1 child,1396,0,322,46,35,17,Stars,Stars
716,65,Postgraduate,In couple,67911,976,22-05-2014,63,02-08-2014,2.4,Has child,1 child,529,0,356,63,28,0,High Potential,High Potential
466,70,Postgraduate,In couple,65275,746,03-04-2013,9,25-09-2014,18,No child,No child,388,14,218,91,14,21,Stars,Stars
9135,64,Postgraduate,In couple,27203,64,06-08-2012,92,04-07-2014,23.23333333,Has child,2 children,13,2,21,4,0,24,Leaky Bucket,Leaky Bucket
10623,53,Postgraduate,In couple,48330,32,15-11-2013,2,02-10-2014,10.7,Has child,1 child,28,0,4,0,0,0,Need Attention,Need Attention
8151,24,Undergraduate,In couple,24279,263,29-12-2012,6,28-09-2014,21.26666667,No child,No child,16,36,21,20,62,108,Leaky Bucket,Leaky Bucket
5140,29,Postgraduate,In couple,64355,1445,24-08-2012,66,30-07-2014,23.5,Has child,1 child,1047,0,140,67,38,153,Stars,Stars
10160,58,Postgraduate,In couple,50943,46,21-06-2013,49,16-08-2014,14.03333333,Has child,1 child,31,0,7,2,0,6,Leaky Bucket,Leaky Bucket
4945,61,Postgraduate,Alone,53653,1210,07-11-2012,29,05-09-2014,22.23333333,No child,No child,815,10,239,28,10,108,Stars,Stars
10584,38,Postgraduate,In couple,65665,945,02-12-2013,77,19-07-2014,7.633333333,Has child,1 child,225,162,387,106,36,29,High Potential,High Potential
6071,25,Postgraduate,Alone,81217,1157,19-07-2013,77,19-07-2014,12.16666667,No child,No child,493,70,324,146,40,84,High Potential,High Potential
3386,22,Postgraduate,In couple,34935,137,21-06-2013,71,25-07-2014,13.3,No child,No child,34,4,66,3,10,20,Leaky Bucket,Leaky Bucket
8939,55,Postgraduate,Alone,61250,730,16-12-2012,49,16-08-2014,20.26666667,Has child,1 child,382,138,65,60,26,59,Stars,Stars
9925,33,Postgraduate,In couple,39665,216,25-05-2013,97,29-06-2014,13.33333333,Has child,1 child,127,1,56,0,1,31,Leaky Bucket,Leaky Bucket
4320,35,Postgraduate,Alone,60152,943,28-03-2013,6,28-09-2014,18.3,Has child,1 child,325,83,300,86,58,91,Stars,Stars
5389,50,Postgraduate,In couple,48920,347,20-10-2013,93,03-07-2014,8.533333333,Has child,2 children,238,17,68,8,10,6,Need Attention,Need Attention
6036,55,Postgraduate,In couple,89120,1924,17-03-2014,78,18-07-2014,4.1,No child,No child,1168,92,408,72,129,55,High Potential,High Potential
182,68,Postgraduate,In couple,44124,397,11-05-2013,62,03-08-2014,14.96666667,Has child,1 child,284,0,55,0,6,52,Leaky Bucket,Leaky Bucket
203,39,Postgraduate,Alone,81169,2089,14-04-2013,47,18-08-2014,16.36666667,No child,No child,1288,20,613,80,61,27,Stars,Stars
11025,53,Postgraduate,In couple,36443,138,03-02-2013,9,25-09-2014,19.96666667,Has child,2 children,65,0,46,4,3,20,Leaky Bucket,Leaky Bucket
10203,24,Postgraduate,Alone,26095,42,30-06-2013,77,19-07-2014,12.8,Has child,1 child,11,7,9,3,1,11,Need Attention,Need Attention
4607,55,Postgraduate,In couple,71367,777,23-08-2013,24,10-09-2014,12.76666667,No child,No child,227,23,389,42,21,75,High Potential,High Potential
3711,70,Postgraduate,In couple,80184,1902,01-03-2014,19,15-09-2014,6.6,No child,No child,1035,134,670,25,38,0,High Potential,High Potential
3696,49,Postgraduate,Alone,30630,52,27-01-2014,67,29-07-2014,6.1,Has child,2 children,27,1,12,2,0,10,Need Attention,Need Attention
2532,27,Postgraduate,Alone,73454,1651,01-03-2014,95,01-07-2014,4.066666667,No child,No child,982,73,351,56,14,175,High Potential,High Potential
9214,23,Postgraduate,In couple,42691,358,16-08-2013,48,17-08-2014,12.2,No child,No child,179,2,64,38,17,58,Need Attention,Need Attention
4943,61,Postgraduate,In couple,70503,1727,30-09-2012,73,23-07-2014,22.03333333,No child,No child,1379,33,216,0,33,66,Stars,Stars
35,27,Postgraduate,In couple,25545,210,08-09-2012,35,30-08-2014,24.03333333,Has child,1 child,32,1,64,16,12,85,Leaky Bucket,Leaky Bucket
2258,28,Postgraduate,In couple,32880,42,04-12-2012,76,20-07-2014,19.76666667,Has child,1 child,8,4,15,7,6,2,Leaky Bucket,Leaky Bucket
4322,56,Postgraduate,In couple,77863,1291,27-11-2013,20,14-09-2014,9.7,No child,No child,881,38,319,16,25,12,High Potential,High Potential
713,37,Postgraduate,In couple,50353,442,08-06-2014,72,24-07-2014,1.533333333,No child,No child,141,15,153,67,31,35,Need Attention,Need Attention
4702,50,Postgraduate,Alone,61839,1895,12-08-2012,20,14-09-2014,25.43333333,No child,No child,1000,155,379,224,17,120,Stars,Stars
3281,54,Postgraduate,In couple,49154,411,03-11-2013,69,27-07-2014,8.866666667,Has child,2 children,206,10,67,30,27,71,Need Attention,Need Attention
702,39,Undergraduate,Alone,47682,521,15-02-2013,80,16-07-2014,17.2,Has child,1 child,162,61,83,97,57,61,Leaky Bucket,Leaky Bucket
2004,45,Postgraduate,Alone,72679,1168,18-09-2013,65,31-07-2014,10.53333333,Has child,1 child,619,54,260,127,54,54,High Potential,High Potential
4769,37,Postgraduate,In couple,57954,493,18-06-2014,52,13-08-2014,1.866666667,Has child,2 children,456,4,24,0,0,9,High Potential,High Potential
4437,52,Postgraduate,In couple,65316,260,24-04-2013,65,31-07-2014,15.43333333,Has child,2 children,112,6,92,3,9,38,Leaky Bucket,Leaky Bucket
8724,32,Postgraduate,Alone,28567,46,17-06-2013,57,08-08-2014,13.9,Has child,1 child,11,3,22,2,2,6,Leaky Bucket,Leaky Bucket
10741,63,Postgraduate,In couple,47352,319,11-04-2013,70,26-07-2014,15.7,Has child,1 child,172,12,112,8,0,15,Leaky Bucket,Leaky Bucket
1991,47,Postgraduate,In couple,44931,96,18-01-2014,0,04-10-2014,8.633333333,Has child,1 child,78,0,11,0,0,7,Need Attention,Need Attention
6931,47,Postgraduate,Alone,76982,1062,15-02-2014,19,15-09-2014,7.066666667,No child,No child,464,151,292,65,60,30,High Potential,High Potential
11096,62,Undergraduate,In couple,57247,232,08-08-2013,50,15-08-2014,12.4,Has child,1 child,99,4,32,37,54,6,Need Attention,Need Attention
304,33,Postgraduate,Alone,22944,76,23-12-2013,67,29-07-2014,7.266666667,Has child,1 child,19,3,19,4,5,26,Need Attention,Need Attention
3665,37,Undergraduate,In couple,25315,54,07-11-2013,46,19-08-2014,9.5,Has child,1 child,1,9,8,11,3,22,Need Attention,Need Attention
10591,45,Postgraduate,Alone,43638,201,06-08-2012,37,28-08-2014,25.06666667,Has child,1 child,63,10,83,7,19,19,Leaky Bucket,Leaky Bucket
5036,30,Postgraduate,Alone,42710,406,28-11-2012,38,27-08-2014,21.23333333,Has child,1 child,252,3,42,4,3,102,Leaky Bucket,Leaky Bucket
5547,32,Postgraduate,In couple,84169,1919,07-08-2013,9,25-09-2014,13.8,No child,No child,1478,19,403,0,19,0,Stars,Stars
7822,38,Postgraduate,In couple,54058,662,04-06-2013,56,09-08-2014,14.36666667,Has child,1 child,198,18,252,32,108,54,Stars,Stars
8541,24,Undergraduate,In couple,24683,41,08-03-2014,98,28-06-2014,3.733333333,Has child,1 child,8,4,10,6,7,6,Need Attention,Need Attention
10955,50,Postgraduate,Alone,85620,1600,07-01-2014,68,28-07-2014,6.733333333,No child,No child,416,46,925,60,107,46,High Potential,High Potential
4368,34,Postgraduate,In couple,47850,134,03-12-2013,72,24-07-2014,7.766666667,Has child,1 child,42,7,43,20,12,10,Need Attention,Need Attention
9671,46,Postgraduate,In couple,19514,69,26-01-2014,47,18-08-2014,6.8,Has child,2 children,14,3,21,2,1,28,Need Attention,Need Attention
2256,41,Postgraduate,In couple,27159,21,29-03-2014,33,01-09-2014,5.2,Has child,2 children,17,0,3,0,0,1,Need Attention,Need Attention
4279,51,Undergraduate,Alone,39548,54,31-03-2014,87,09-07-2014,3.333333333,Has child,2 children,15,4,10,3,4,18,Need Attention,Need Attention
5371,25,Postgraduate,Alone,21474,91,08-04-2014,0,04-10-2014,5.966666667,Has child,1 child,6,16,24,11,0,34,Need Attention,Need Attention
9240,43,Postgraduate,Alone,60504,526,07-02-2014,73,23-07-2014,5.533333333,Has child,1 child,458,0,24,6,4,34,High Potential,High Potential
9460,51,Postgraduate,In couple,22419,162,18-04-2013,74,22-07-2014,15.33333333,No child,No child,30,3,47,19,21,42,Leaky Bucket,Leaky Bucket
9504,65,Postgraduate,In couple,81698,1008,06-11-2013,4,30-09-2014,10.93333333,No child,No child,179,28,520,111,123,47,High Potential,High Potential
8692,62,Postgraduate,In couple,43462,240,12-09-2012,50,15-08-2014,23.4,Has child,2 children,90,17,97,15,6,15,Leaky Bucket,Leaky Bucket
448,36,Postgraduate,Alone,54880,795,01-03-2013,57,08-08-2014,17.5,Has child,1 child,308,85,137,102,45,118,Stars,Stars
8314,32,Postgraduate,In couple,79908,1772,05-04-2013,30,04-09-2014,17.23333333,No child,No child,557,129,761,29,185,111,Stars,Stars
8420,44,Undergraduate,In couple,15315,64,03-08-2013,27,07-09-2014,13.33333333,No child,No child,7,4,13,15,8,17,Leaky Bucket,Leaky Bucket
3174,55,Postgraduate,In couple,87771,1957,22-05-2013,61,04-08-2014,14.63333333,Has child,1 child,1492,38,287,50,57,33,Stars,Stars
7685,36,Postgraduate,In couple,33039,78,09-09-2013,4,30-09-2014,12.86666667,Has child,1 child,30,8,12,8,8,12,Need Attention,Need Attention
3179,34,Postgraduate,Alone,81741,1572,16-06-2013,75,21-07-2014,13.33333333,No child,No child,249,153,940,58,134,38,Stars,Stars
9780,43,Postgraduate,In couple,71499,795,25-06-2013,12,22-09-2014,15.13333333,Has child,1 child,465,25,132,136,0,37,Stars,Stars
10681,44,Undergraduate,In couple,62466,889,15-01-2014,13,21-09-2014,8.3,Has child,1 child,129,129,259,168,121,83,High Potential,High Potential
10232,51,Postgraduate,Alone,48799,331,05-11-2013,9,25-09-2014,10.8,Has child,1 child,174,18,81,28,6,24,Need Attention,Need Attention
4184,64,Postgraduate,In couple,52157,265,07-06-2014,48,17-08-2014,2.366666667,Has child,1 child,189,2,29,3,2,40,Need Attention,Need Attention
9120,52,Postgraduate,Alone,66565,1065,05-12-2012,80,16-07-2014,19.6,Has child,1 child,747,10,161,65,40,42,Stars,Stars
891,63,Postgraduate,In couple,29298,11,07-09-2013,60,05-08-2014,11.06666667,Has child,2 children,6,0,2,2,0,1,Need Attention,Need Attention
10381,35,Postgraduate,Alone,47691,21,05-07-2013,43,22-08-2014,13.76666667,Has child,1 child,14,0,3,0,0,4,Leaky Bucket,Leaky Bucket
